Character,Left,Top,Right,Bottom
T,112,72,125,85
r,125,75,133,85
e,133,75,144,86
e,144,75,155,86
s,155,74,165,85
 ,165,85,172,85
g,172,75,183,90
r,183,75,191,85
o,191,74,202,85
w,202,75,217,85
 ,217,85,224,85
a,224,75,235,86
l,235,72,241,85
m,241,75,258,85
o,258,74,269,85
s,269,74,279,85
t,279,73,288,85
 ,288,85,295,85
e,295,75,306,86
v,306,75,318,85
e,318,75,329,86
r,329,75,337,85
y,337,75,349,89
w,349,75,364,85
h,364,71,375,85
e,375,75,386,86
r,386,75,394,85
e,394,75,405,86
 ,405,85,412,85
e,412,75,423,86
x,423,75,435,85
c,435,74,445,85
e,445,75,456,86
p,456,75,468,89
t,468,73,477,85
 ,477,85,484,85
i,484,72,489,86
n,489,75,500,85
 ,500,85,507,85
p,507,75,519,89
e,519,75,530,86
r,530,75,538,85
m,538,75,555,85
a,555,75,566,86
n,566,75,577,85
e,577,75,588,86
n,588,75,599,85
t,599,73,608,85
 ,608,85,615,85
i,615,72,620,86
c,620,74,630,85
e,630,75,641,86
 ,641,85,648,85
a,648,75,659,86
n,659,75,670,85
d,670,71,681,85
 ,681,85,688,85
s,688,74,698,85
n,698,75,709,85
o,709,74,720,85
w,720,75,735,85
",",735,83,741,88
 ,741,85,748,85
o,748,74,759,85
n,759,75,770,85
 ,770,85,777,85
t,777,73,786,85
h,786,71,797,85
e,797,75,808,86
 ,808,85,815,85
t,815,73,824,85
o,824,74,835,85
p,835,75,847,89
s,847,74,857,85
 ,857,85,864,85
o,864,74,875,85
f,875,71,883,85
h,112,102,123,116
i,123,103,128,117
g,128,106,139,121
h,139,102,150,116
 ,150,116,157,116
m,157,106,174,116
o,174,105,185,116
u,185,106,196,116
n,196,106,207,116
t,207,104,216,116
a,216,106,227,117
i,227,103,232,117
n,232,106,243,116
s,243,105,253,116
 ,253,116,260,116
a,260,106,271,117
n,271,106,282,116
d,282,102,293,116
 ,293,116,300,116
i,300,103,305,117
n,305,106,316,116
 ,316,116,323,116
d,323,102,334,116
e,334,106,345,117
s,345,105,355,116
e,355,106,366,117
r,366,106,374,116
t,374,104,383,116
s,383,105,393,116
.,393,113,398,116
 ,398,116,405,116
I,405,103,410,116
f,410,102,418,116
 ,418,116,425,116
a,425,106,436,117
n,436,106,447,116
 ,447,116,454,116
e,454,106,465,117
m,465,106,482,116
p,482,106,494,120
t,494,104,503,116
y,503,106,515,120
 ,515,116,522,116
p,522,106,534,120
i,534,103,539,117
e,539,106,550,117
c,550,105,560,116
e,560,106,571,117
 ,571,116,578,116
o,578,105,589,116
f,589,102,597,116
 ,597,116,604,116
l,604,103,610,116
a,610,106,621,117
n,621,106,632,116
d,632,102,643,116
 ,643,116,650,116
i,650,103,655,117
s,655,105,665,116
 ,665,116,672,116
l,672,103,678,116
e,678,106,689,117
f,689,102,697,116
t,697,104,706,116
 ,706,116,713,116
t,713,104,722,116
o,722,105,733,116
 ,733,116,740,116
i,740,103,745,117
t,745,104,754,116
s,754,105,764,116
e,764,106,775,117
l,775,103,781,116
f,781,102,789,116
 ,789,116,796,116
f,796,102,804,116
o,804,105,815,116
r,815,106,823,116
 ,823,116,830,116
l,830,103,836,116
o,836,105,847,116
n,847,106,858,116
g,858,106,869,121
e,112,137,123,148
n,123,137,134,147
o,134,136,145,147
u,145,137,156,147
g,156,137,167,152
h,167,133,178,147
",",178,145,184,150
 ,184,147,191,147
a,191,137,202,148
f,202,133,210,147
t,210,135,219,147
e,219,137,230,148
r,230,137,238,147
 ,238,147,245,147
s,245,136,255,147
o,255,136,266,147
m,266,137,283,147
e,283,137,294,148
 ,294,147,301,147
t,301,135,310,147
i,310,134,315,148
m,315,137,332,147
e,332,137,343,148
 ,343,147,350,147
t,350,135,359,147
r,359,137,367,147
e,367,137,378,148
e,378,137,389,148
s,389,136,399,147
 ,399,147,406,147
w,406,137,421,147
i,421,134,426,148
l,426,134,432,147
l,432,134,438,147
 ,438,147,445,147
s,445,136,455,147
t,455,135,464,147
a,464,137,475,148
r,475,137,483,147
t,483,135,492,147
 ,492,147,499,147
t,499,135,508,147
o,508,136,519,147
 ,519,147,526,147
g,526,137,537,152
r,537,137,545,147
o,545,136,556,147
w,556,137,571,147
.,571,144,576,147
 ,576,147,583,147
A,583,134,597,147
t,597,135,606,147
 ,606,147,613,147
f,613,133,621,147
i,621,134,626,148
r,626,137,634,147
s,634,136,644,147
t,644,135,653,147
",",653,145,659,150
 ,659,147,666,147
t,666,135,675,147
h,675,133,686,147
e,686,137,697,148
 ,697,147,704,147
g,704,137,715,152
r,715,137,723,147
o,723,136,734,147
u,734,137,745,147
n,745,137,756,147
d,756,133,767,147
 ,767,147,774,147
i,774,134,779,148
s,779,136,789,147
 ,789,147,796,147
c,796,136,806,147
o,806,136,817,147
v,817,137,829,147
e,829,137,840,148
r,840,137,848,147
e,848,137,859,148
d,859,133,870,147
w,112,168,127,178
i,127,165,132,179
t,132,166,141,178
h,141,164,152,178
 ,152,178,159,178
l,159,165,165,178
o,165,167,176,178
w,176,168,191,178
 ,191,178,198,178
p,198,168,210,182
l,210,165,216,178
a,216,168,227,179
n,227,168,238,178
t,238,166,247,178
s,247,167,257,178
.,257,175,262,178
 ,262,178,269,178
L,269,165,280,178
a,280,168,291,179
t,291,166,300,178
e,300,168,311,179
r,311,168,319,178
",",319,176,325,181
 ,325,178,332,178
b,332,164,343,179
u,343,168,354,178
s,354,167,364,178
h,364,164,375,178
e,375,168,386,179
s,386,167,396,178
 ,396,178,403,178
g,403,168,414,183
r,414,168,422,178
o,422,167,433,178
w,433,168,448,178
 ,448,178,455,178
a,455,168,466,179
n,466,168,477,178
d,477,164,488,178
 ,488,178,495,178
i,495,165,500,179
n,500,168,511,178
 ,511,178,518,178
t,518,166,527,178
h,527,164,538,178
e,538,168,549,179
i,549,165,554,179
r,554,168,562,178
 ,562,178,569,178
s,569,167,579,178
h,579,164,590,178
a,590,168,601,179
d,601,164,612,178
e,612,168,623,179
",",623,176,629,181
 ,629,178,636,178
s,636,167,646,178
o,646,167,657,178
m,657,168,674,178
e,674,168,685,179
 ,685,178,692,178
o,692,167,703,178
f,703,164,711,178
 ,711,178,718,178
t,718,166,727,178
h,727,164,738,178
e,738,168,749,179
 ,749,178,756,178
l,756,165,762,178
o,762,167,773,178
w,773,168,788,178
e,788,168,799,179
r,799,168,807,178
 ,807,178,814,178
p,814,168,826,182
l,826,165,832,178
a,832,168,843,179
n,843,168,854,178
t,854,166,863,178
s,863,167,873,178
t,112,197,121,209
h,121,195,132,209
a,132,199,143,210
t,143,197,152,209
 ,152,209,159,209
h,159,195,170,209
a,170,199,181,210
d,181,195,192,209
 ,192,209,199,209
e,199,199,210,210
s,210,198,220,209
t,220,197,229,209
a,229,199,240,210
b,240,195,251,210
l,251,196,257,209
i,257,196,262,210
s,262,198,272,209
h,272,195,283,209
e,283,199,294,210
d,294,195,305,209
 ,305,209,312,209
t,312,197,321,209
h,321,195,332,209
e,332,199,343,210
m,343,199,360,209
s,360,198,370,209
e,370,199,381,210
l,381,196,387,209
v,387,199,399,209
e,399,199,410,210
s,410,198,420,209
 ,420,209,427,209
f,427,195,435,209
i,435,196,440,210
r,440,199,448,209
s,448,198,458,209
t,458,197,467,209
",",467,207,473,212
 ,473,209,480,209
t,480,197,489,209
h,489,195,500,209
e,500,199,511,210
n,511,199,522,209
 ,522,209,529,209
d,529,195,540,209
i,540,196,545,210
e,545,199,556,210
.,556,206,561,209
 ,561,209,568,209
W,568,196,587,209
h,587,195,598,209
e,598,199,609,210
n,609,199,620,209
 ,620,209,627,209
s,627,198,637,209
t,637,197,646,209
i,646,196,651,210
l,651,196,657,209
l,657,196,663,209
 ,663,209,670,209
m,670,199,687,209
o,687,198,698,209
r,698,199,706,209
e,706,199,717,210
 ,717,209,724,209
t,724,197,733,209
i,733,196,738,210
m,738,199,755,209
e,755,199,766,210
 ,766,209,773,209
h,773,195,784,209
a,784,199,795,210
s,795,198,805,209
 ,805,209,812,209
p,812,199,824,213
a,824,199,835,210
s,835,198,845,209
s,845,198,855,209
e,855,199,866,210
d,866,195,877,209
",",877,207,883,212
t,112,228,121,240
r,121,230,129,240
e,129,230,140,241
e,140,230,151,241
s,151,229,161,240
 ,161,240,168,240
s,168,229,178,240
t,178,228,187,240
a,187,230,198,241
r,198,230,206,240
t,206,228,215,240
 ,215,240,222,240
t,222,228,231,240
o,231,229,242,240
 ,242,240,249,240
g,249,230,260,245
r,260,230,268,240
o,268,229,279,240
w,279,230,294,240
.,294,237,299,240
 ,299,240,306,240
A,306,227,320,240
s,320,229,330,240
 ,330,240,337,240
t,337,228,346,240
h,346,226,357,240
e,357,230,368,241
y,368,230,380,244
 ,380,240,387,240
g,387,230,398,245
r,398,230,406,240
o,406,229,417,240
w,417,230,432,240
 ,432,240,439,240
b,439,226,450,241
i,450,227,455,241
g,455,230,466,245
g,466,230,477,245
e,477,230,488,241
r,488,230,496,240
",",496,238,502,243
 ,502,240,509,240
s,509,229,519,240
o,519,229,530,240
m,530,230,547,240
e,547,230,558,241
 ,558,240,565,240
o,565,229,576,240
f,576,226,584,240
 ,584,240,591,240
t,591,228,600,240
h,600,226,611,240
e,611,230,622,241
 ,622,240,629,240
b,629,226,640,241
u,640,230,651,240
s,651,229,661,240
h,661,226,672,240
e,672,230,683,241
s,683,229,693,240
 ,693,240,700,240
a,700,230,711,241
r,711,230,719,240
e,719,230,730,241
 ,730,240,737,240
c,737,229,747,240
a,747,230,758,241
u,758,230,769,240
g,769,230,780,245
h,780,226,791,240
t,791,228,800,240
 ,800,240,807,240
i,807,227,812,241
n,812,230,823,240
 ,823,240,830,240
t,830,228,839,240
h,839,226,850,240
e,850,230,861,241
s,112,260,122,271
h,122,257,133,271
a,133,261,144,272
d,144,257,155,271
e,155,261,166,272
 ,166,271,173,271
o,173,260,184,271
f,184,257,192,271
 ,192,271,199,271
t,199,259,208,271
h,208,257,219,271
e,219,261,230,272
 ,230,271,237,271
b,237,257,248,272
i,248,258,253,272
g,253,261,264,276
g,264,261,275,276
e,275,261,286,272
r,286,261,294,271
 ,294,271,301,271
t,301,259,310,271
r,310,261,318,271
e,318,261,329,272
e,329,261,340,272
s,340,260,350,271
 ,350,271,357,271
a,357,261,368,272
n,368,261,379,271
d,379,257,390,271
 ,390,271,397,271
d,397,257,408,271
i,408,258,413,272
e,413,261,424,272
.,424,268,429,271
 ,429,271,436,271
I,436,258,441,271
n,441,261,452,271
 ,452,271,459,271
t,459,259,468,271
h,468,257,479,271
i,479,258,484,272
s,484,260,494,271
 ,494,271,501,271
w,501,261,516,271
a,516,261,527,272
y,527,261,539,275
",",539,269,545,274
 ,545,271,552,271
a,552,261,563,272
 ,563,271,570,271
f,570,257,578,271
o,578,260,589,271
r,589,261,597,271
e,597,261,608,272
s,608,260,618,271
t,618,259,627,271
 ,627,271,634,271
d,634,257,645,271
e,645,261,656,272
v,656,261,668,271
e,668,261,679,272
l,679,258,685,271
o,685,260,696,271
p,696,261,708,275
s,708,260,718,271
 ,718,271,725,271
o,725,260,736,271
v,736,261,748,271
e,748,261,759,272
r,759,261,767,271
 ,767,271,774,271
t,774,259,783,271
i,783,258,788,272
m,788,261,805,271
e,805,261,816,272
.,816,268,821,271
 ,821,271,828,271
M,828,258,843,271
o,843,260,854,271
s,854,260,864,271
t,864,259,873,271
t,112,290,121,302
r,121,292,129,302
e,129,292,140,303
e,140,292,151,303
s,151,291,161,302
 ,161,302,168,302
g,168,292,179,307
r,179,292,187,302
o,187,291,198,302
w,198,292,213,302
 ,213,302,220,302
s,220,291,230,302
l,230,289,236,302
o,236,291,247,302
w,247,292,262,302
l,262,289,268,302
y,268,292,280,306
",",280,300,286,305
 ,286,302,293,302
a,293,292,304,303
n,304,292,315,302
d,315,288,326,302
 ,326,302,333,302
a,333,292,344,303
 ,344,302,351,302
n,351,292,362,302
u,362,292,373,302
m,373,292,390,302
b,390,288,401,303
e,401,292,412,303
r,412,292,420,302
 ,420,302,427,302
o,427,291,438,302
f,438,288,446,302
 ,446,302,453,302
t,453,290,462,302
h,462,288,473,302
e,473,292,484,303
m,484,292,501,302
 ,501,302,508,302
c,508,291,518,302
a,518,292,529,303
n,529,292,540,302
 ,540,302,547,302
b,547,288,558,303
e,558,292,569,303
c,569,291,579,302
o,579,291,590,302
m,590,292,607,302
e,607,292,618,303
 ,618,302,625,302
v,625,292,637,302
e,637,292,648,303
r,648,292,656,302
y,656,292,668,306
 ,668,302,675,302
o,675,291,686,302
l,686,289,692,302
d,692,288,703,302
.,703,299,708,302
 ,708,302,715,302
W,715,289,734,302
h,734,288,745,302
e,745,292,756,303
n,756,292,767,302
 ,767,302,774,302
o,774,291,785,302
l,785,289,791,302
d,791,288,802,302
 ,802,302,809,302
t,809,290,818,302
r,818,292,826,302
e,826,292,837,303
e,837,292,848,303
s,848,291,858,302
 ,858,302,865,302
d,865,288,876,302
i,876,289,881,303
e,881,292,892,303
",",892,300,898,305
y,112,323,124,337
o,124,322,135,333
u,135,323,146,333
n,146,323,157,333
g,157,323,168,338
 ,168,333,175,333
o,175,322,186,333
n,186,323,197,333
e,197,323,208,334
s,208,322,218,333
 ,218,333,225,333
a,225,323,236,334
p,236,323,248,337
p,248,323,260,337
e,260,323,271,334
a,271,323,282,334
r,282,323,290,333
 ,290,333,297,333
t,297,321,306,333
h,306,319,317,333
a,317,323,328,334
t,328,321,337,333
 ,337,333,344,333
t,344,321,353,333
a,353,323,364,334
k,364,319,375,333
e,375,323,386,334
 ,386,333,393,333
t,393,321,402,333
h,402,319,413,333
e,413,323,424,334
i,424,320,429,334
r,429,323,437,333
 ,437,333,444,333
p,444,323,456,337
l,456,320,462,333
a,462,323,473,334
c,473,322,483,333
e,483,323,494,334
.,494,330,499,333
 ,499,333,506,333
F,506,320,516,334
o,516,322,527,333
r,527,323,535,333
e,535,323,546,334
s,546,322,556,333
t,556,321,565,333
s,565,322,575,333
 ,575,333,582,333
a,582,323,593,334
r,593,323,601,333
e,601,323,612,334
 ,612,333,619,333
a,619,323,630,334
 ,630,333,637,333
h,637,319,648,333
a,648,323,659,334
b,659,319,670,334
i,670,320,675,334
t,675,321,684,333
a,684,323,695,334
t,695,321,704,333
 ,704,333,711,333
t,711,321,720,333
h,720,319,731,333
a,731,323,742,334
t,742,321,751,333
 ,751,333,758,333
c,758,322,768,333
a,768,323,779,334
n,779,323,790,333
 ,790,333,797,333
e,797,323,808,334
x,808,323,820,333
i,820,320,825,334
s,825,322,835,333
t,835,321,844,333
 ,844,333,851,333
f,851,319,859,333
o,859,322,870,333
r,870,323,878,333
 ,878,333,885,333
a,885,323,896,334
v,112,354,124,364
e,124,354,135,365
r,135,354,143,364
y,143,354,155,368
 ,155,364,162,364
l,162,351,168,364
o,168,353,179,364
n,179,354,190,364
g,190,354,201,369
 ,201,364,208,364
t,208,352,217,364
i,217,351,222,365
m,222,354,239,364
e,239,354,250,365
 ,250,364,257,364
w,257,354,272,364
i,272,351,277,365
t,277,352,286,364
h,286,350,297,364
o,297,353,308,364
u,308,354,319,364
t,319,352,328,364
 ,328,364,335,364
c,335,353,345,364
h,345,350,356,364
a,356,354,367,365
n,367,354,378,364
g,378,354,389,369
i,389,351,394,365
n,394,354,405,364
g,405,354,416,369
.,416,361,421,364
 ,421,364,428,364
I,428,351,433,364
t,433,352,442,364
 ,442,364,449,364
d,449,350,460,364
e,460,354,471,365
p,471,354,483,368
e,483,354,494,365
n,494,354,505,364
d,505,350,516,364
s,516,353,526,364
 ,526,364,533,364
o,533,353,544,364
n,544,354,555,364
 ,555,364,562,364
t,562,352,571,364
h,571,350,582,364
e,582,354,593,365
 ,593,364,600,364
c,600,353,610,364
l,610,351,616,364
i,616,351,621,365
m,621,354,638,364
a,638,354,649,365
t,649,352,658,364
e,658,354,669,365
 ,669,364,676,364
w,676,354,691,364
h,691,350,702,364
i,702,351,707,365
c,707,353,717,364
h,717,350,728,364
 ,728,364,735,364
t,735,352,744,364
r,744,354,752,364
e,752,354,763,365
e,763,354,774,365
s,774,353,784,364
 ,784,364,791,364
c,791,353,801,364
a,801,354,812,365
n,812,354,823,364
 ,823,364,830,364
b,830,350,841,365
e,841,354,852,365
f,112,381,120,395
o,120,384,131,395
u,131,385,142,395
n,142,385,153,395
d,153,381,164,395
 ,164,395,171,395
i,171,382,176,396
n,176,385,187,395
 ,187,395,194,395
a,194,385,205,396
 ,205,395,212,395
c,212,384,222,395
e,222,385,233,396
r,233,385,241,395
t,241,383,250,395
a,250,385,261,396
i,261,382,266,396
n,266,385,277,395
 ,277,395,284,395
a,284,385,295,396
r,295,385,303,395
e,303,385,314,396
a,314,385,325,396
.,325,392,330,395
